Voltage	Current	NEPeph	NEPs	NEPa	NEP	NEPph	Sv	NEP^2-NEPph^2
0.00270138	4.73475e-08	7.75246e-15	6.771e-13	1.5204e-12	1.66437e-12	0	2978.37	1.66437e-12
0.00270539	4.74701e-08	7.75246e-15	6.76997e-13	1.52128e-12	1.66514e-12	0	2976.63	1.66514e-12
0.00270939	4.75929e-08	7.75246e-15	6.76897e-13	1.52218e-12	1.66592e-12	0	2974.86	1.66592e-12
0.00271339	4.77159e-08	7.75246e-15	6.76801e-13	1.52309e-12	1.66671e-12	0	2973.07	1.66671e-12
0.0027174	4.78392e-08	7.75246e-15	6.76703e-13	1.524e-12	1.6675e-12	0	2971.31	1.6675e-12
0.0027214	4.79628e-08	7.75246e-15	6.76609e-13	1.52491e-12	1.6683e-12	0	2969.52	1.6683e-12
0.00272541	4.80866e-08	7.75246e-15	6.76518e-13	1.52584e-12	1.66911e-12	0	2967.71	1.66911e-12
0.00272941	4.82106e-08	7.75246e-15	6.76427e-13	1.52676e-12	1.66991e-12	0	2965.9	1.66991e-12
0.00273341	4.8335e-08	7.75246e-15	6.76336e-13	1.52768e-12	1.67072e-12	0	2964.11	1.67072e-12
0.00273742	4.84595e-08	7.75246e-15	6.76249e-13	1.52862e-12	1.67154e-12	0	2962.29	1.67154e-12
